# Variant positions
# Pop ID	Private	Num_Indv	Var	StdErr	P	Var	StdErr	Obs_Het	Var	StdErr	Obs_Hom	Var	StdErr	Exp_Het	Var	StdErr	Exp_Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
32790-2	104	1.00000	0.00000	0.00000	0.99361	0.00315	0.00048	0.01278	0.01262	0.00097	0.98722	0.01262	0.00097	0.00639	0.00315	0.00048	0.99361	0.00315	0.00048	0.01278	0.01262	0.00097	0.00000	0.00000	0.00000
# All positions (variant and fixed)
# Pop ID	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var	StdErr	P	Var	StdErr	Obs_Het	Var	StdErr	Obs_Hom	Var	StdErr	Exp_Het	Var	StdErr	Exp_Hom	Var	StdErr	Pi	Var	StdErr	Fis	Var	StdErr
4846	13	246146	13711	313	0.12716	1.00000	0.00000	0.00000	0.99936	0.00032	0.00004	0.00127	0.00127	0.00007	0.99873	0.00127	0.00007	0.00064	0.00032	0.00004	0.99936	0.00032	0.00004	0.00127	0.00127	0.00007	0.00000	0.00000	0.00000
5307	98	243184	13543	360	0.14804	1.00000	0.00000	0.00000	0.99926	0.00037	0.00004	0.00148	0.00148	0.00008	0.99852	0.00148	0.00008	0.00074	0.00037	0.00004	0.99926	0.00037	0.00004	0.00148	0.00148	0.00008	0.00000	0.00000	0.00000
5311	119	244380	13658	448	0.18332	1.00000	0.00000	0.00000	0.99908	0.00046	0.00004	0.00183	0.00183	0.00009	0.99817	0.00183	0.00009	0.00092	0.00046	0.00004	0.99908	0.00046	0.00004	0.00183	0.00183	0.00009	0.00000	0.00000	0.00000
5317	80	241829	13470	333	0.13770	1.00000	0.00000	0.00000	0.99931	0.00034	0.00004	0.00138	0.00138	0.00008	0.99862	0.00138	0.00008	0.00069	0.00034	0.00004	0.99931	0.00034	0.00004	0.00138	0.00138	0.00008	0.00000	0.00000	0.00000
5447-8	34	248611	13865	365	0.14682	1.00000	0.00000	0.00000	0.99927	0.00037	0.00004	0.00147	0.00147	0.00008	0.99853	0.00147	0.00008	0.00073	0.00037	0.00004	0.99927	0.00037	0.00004	0.00147	0.00147	0.00008	0.00000	0.00000	0.00000
5565	19	248329	13880	390	0.15705	1.00000	0.00000	0.00000	0.99921	0.00039	0.00004	0.00157	0.00157	0.00008	0.99843	0.00157	0.00008	0.00079	0.00039	0.00004	0.99921	0.00039	0.00004	0.00157	0.00157	0.00008	0.00000	0.00000	0.00000
6836	21	245875	13688	305	0.12405	1.00000	0.00000	0.00000	0.99938	0.00031	0.00004	0.00124	0.00124	0.00007	0.99876	0.00124	0.00007	0.00062	0.00031	0.00004	0.99938	0.00031	0.00004	0.00124	0.00124	0.00007	0.00000	0.00000	0.00000
6948	14	246940	13759	319	0.12918	1.00000	0.00000	0.00000	0.99935	0.00032	0.00004	0.00129	0.00129	0.00007	0.99871	0.00129	0.00007	0.00065	0.00032	0.00004	0.99935	0.00032	0.00004	0.00129	0.00129	0.00007	0.00000	0.00000	0.00000
7161	33	248805	13898	373	0.14992	1.00000	0.00000	0.00000	0.99925	0.00037	0.00004	0.00150	0.00150	0.00008	0.99850	0.00150	0.00008	0.00075	0.00037	0.00004	0.99925	0.00037	0.00004	0.00150	0.00150	0.00008	0.00000	0.00000	0.00000
7256	30	246681	13752	352	0.14269	1.00000	0.00000	0.00000	0.99929	0.00036	0.00004	0.00143	0.00142	0.00008	0.99857	0.00142	0.00008	0.00071	0.00036	0.00004	0.99929	0.00036	0.00004	0.00143	0.00142	0.00008	0.00000	0.00000	0.00000
7604	23	248507	13880	386	0.15533	1.00000	0.00000	0.00000	0.99922	0.00039	0.00004	0.00155	0.00155	0.00008	0.99845	0.00155	0.00008	0.00078	0.00039	0.00004	0.99922	0.00039	0.00004	0.00155	0.00155	0.00008	0.00000	0.00000	0.00000
7629	38	248600	13866	382	0.15366	1.00000	0.00000	0.00000	0.99923	0.00038	0.00004	0.00154	0.00153	0.00008	0.99846	0.00153	0.00008	0.00077	0.00038	0.00004	0.99923	0.00038	0.00004	0.00154	0.00153	0.00008	0.00000	0.00000	0.00000
9547	25	248240	13866	344	0.13858	1.00000	0.00000	0.00000	0.99931	0.00035	0.00004	0.00139	0.00138	0.00007	0.99861	0.00138	0.00007	0.00069	0.00035	0.00004	0.99931	0.00035	0.00004	0.00139	0.00138	0.00007	0.00000	0.00000	0.00000
9572	30	248035	13853	420	0.16933	1.00000	0.00000	0.00000	0.99915	0.00042	0.00004	0.00169	0.00169	0.00008	0.99831	0.00169	0.00008	0.00085	0.00042	0.00004	0.99915	0.00042	0.00004	0.00169	0.00169	0.00008	0.00000	0.00000	0.00000
9628	23	247472	13799	331	0.13375	1.00000	0.00000	0.00000	0.99933	0.00033	0.00004	0.00134	0.00134	0.00007	0.99866	0.00134	0.00007	0.00067	0.00033	0.00004	0.99933	0.00033	0.00004	0.00134	0.00134	0.00007	0.00000	0.00000	0.00000
12865	19	247924	13818	392	0.15811	1.00000	0.00000	0.00000	0.99921	0.00039	0.00004	0.00158	0.00158	0.00008	0.99842	0.00158	0.00008	0.00079	0.00039	0.00004	0.99921	0.00039	0.00004	0.00158	0.00158	0.00008	0.00000	0.00000	0.00000
15907	21	243184	13607	139	0.05716	1.00000	0.00000	0.00000	0.99971	0.00014	0.00002	0.00057	0.00057	0.00005	0.99943	0.00057	0.00005	0.00029	0.00014	0.00002	0.99971	0.00014	0.00002	0.00057	0.00057	0.00005	0.00000	0.00000	0.00000
15908	17	241087	13494	128	0.05309	1.00000	0.00000	0.00000	0.99973	0.00013	0.00002	0.00053	0.00053	0.00005	0.99947	0.00053	0.00005	0.00027	0.00013	0.00002	0.99973	0.00013	0.00002	0.00053	0.00053	0.00005	0.00000	0.00000	0.00000
16175	20	247230	13767	358	0.14480	1.00000	0.00000	0.00000	0.99928	0.00036	0.00004	0.00145	0.00145	0.00008	0.99855	0.00145	0.00008	0.00072	0.00036	0.00004	0.99928	0.00036	0.00004	0.00145	0.00145	0.00008	0.00000	0.00000	0.00000
27239	49	235073	13119	393	0.16718	1.00000	0.00000	0.00000	0.99916	0.00042	0.00004	0.00167	0.00167	0.00008	0.99833	0.00167	0.00008	0.00084	0.00042	0.00004	0.99916	0.00042	0.00004	0.00167	0.00167	0.00008	0.00000	0.00000	0.00000
27245	16	238005	13298	368	0.15462	1.00000	0.00000	0.00000	0.99923	0.00039	0.00004	0.00155	0.00154	0.00008	0.99845	0.00154	0.00008	0.00077	0.00039	0.00004	0.99923	0.00039	0.00004	0.00155	0.00154	0.00008	0.00000	0.00000	0.00000
27254	15	240894	13446	357	0.14820	1.00000	0.00000	0.00000	0.99926	0.00037	0.00004	0.00148	0.00148	0.00008	0.99852	0.00148	0.00008	0.00074	0.00037	0.00004	0.99926	0.00037	0.00004	0.00148	0.00148	0.00008	0.00000	0.00000	0.00000
27261	21	238553	13323	373	0.15636	1.00000	0.00000	0.00000	0.99922	0.00039	0.00004	0.00156	0.00156	0.00008	0.99844	0.00156	0.00008	0.00078	0.00039	0.00004	0.99922	0.00039	0.00004	0.00156	0.00156	0.00008	0.00000	0.00000	0.00000
27264	27	229217	12743	302	0.13175	1.00000	0.00000	0.00000	0.99934	0.00033	0.00004	0.00132	0.00132	0.00008	0.99868	0.00132	0.00008	0.00066	0.00033	0.00004	0.99934	0.00033	0.00004	0.00132	0.00132	0.00008	0.00000	0.00000	0.00000
27646	74	232613	12956	315	0.13542	1.00000	0.00000	0.00000	0.99932	0.00034	0.00004	0.00135	0.00135	0.00008	0.99865	0.00135	0.00008	0.00068	0.00034	0.00004	0.99932	0.00034	0.00004	0.00135	0.00135	0.00008	0.00000	0.00000	0.00000
27674	38	242905	13597	199	0.08193	1.00000	0.00000	0.00000	0.99959	0.00020	0.00003	0.00082	0.00082	0.00006	0.99918	0.00082	0.00006	0.00041	0.00020	0.00003	0.99959	0.00020	0.00003	0.00082	0.00082	0.00006	0.00000	0.00000	0.00000
27686	42	245005	13695	197	0.08041	1.00000	0.00000	0.00000	0.99960	0.00020	0.00003	0.00080	0.00080	0.00006	0.99920	0.00080	0.00006	0.00040	0.00020	0.00003	0.99960	0.00020	0.00003	0.00080	0.00080	0.00006	0.00000	0.00000	0.00000
27746	34	241710	13487	149	0.06164	1.00000	0.00000	0.00000	0.99969	0.00015	0.00003	0.00062	0.00062	0.00005	0.99938	0.00062	0.00005	0.00031	0.00015	0.00003	0.99969	0.00015	0.00003	0.00062	0.00062	0.00005	0.00000	0.00000	0.00000
27839	17	243772	13621	142	0.05825	1.00000	0.00000	0.00000	0.99971	0.00015	0.00002	0.00058	0.00058	0.00005	0.99942	0.00058	0.00005	0.00029	0.00015	0.00002	0.99971	0.00015	0.00002	0.00058	0.00058	0.00005	0.00000	0.00000	0.00000
27852	28	238549	13281	152	0.06372	1.00000	0.00000	0.00000	0.99968	0.00016	0.00003	0.00064	0.00064	0.00005	0.99936	0.00064	0.00005	0.00032	0.00016	0.00003	0.99968	0.00016	0.00003	0.00064	0.00064	0.00005	0.00000	0.00000	0.00000
27884	30	247565	13815	332	0.13411	1.00000	0.00000	0.00000	0.99933	0.00033	0.00004	0.00134	0.00134	0.00007	0.99866	0.00134	0.00007	0.00067	0.00033	0.00004	0.99933	0.00033	0.00004	0.00134	0.00134	0.00007	0.00000	0.00000	0.00000
29529	110	243205	13576	407	0.16735	1.00000	0.00000	0.00000	0.99916	0.00042	0.00004	0.00167	0.00167	0.00008	0.99833	0.00167	0.00008	0.00084	0.00042	0.00004	0.99916	0.00042	0.00004	0.00167	0.00167	0.00008	0.00000	0.00000	0.00000
32006	62	247345	13782	466	0.18840	1.00000	0.00000	0.00000	0.99906	0.00047	0.00004	0.00188	0.00188	0.00009	0.99812	0.00188	0.00009	0.00094	0.00047	0.00004	0.99906	0.00047	0.00004	0.00188	0.00188	0.00009	0.00000	0.00000	0.00000
32007	47	245192	13647	440	0.17945	1.00000	0.00000	0.00000	0.99910	0.00045	0.00004	0.00179	0.00179	0.00009	0.99821	0.00179	0.00009	0.00090	0.00045	0.00004	0.99910	0.00045	0.00004	0.00179	0.00179	0.00009	0.00000	0.00000	0.00000
32014	48	246580	13746	392	0.15897	1.00000	0.00000	0.00000	0.99921	0.00040	0.00004	0.00159	0.00159	0.00008	0.99841	0.00159	0.00008	0.00079	0.00040	0.00004	0.99921	0.00040	0.00004	0.00159	0.00159	0.00008	0.00000	0.00000	0.00000
32022	64	244049	13620	425	0.17415	1.00000	0.00000	0.00000	0.99913	0.00043	0.00004	0.00174	0.00174	0.00008	0.99826	0.00174	0.00008	0.00087	0.00043	0.00004	0.99913	0.00043	0.00004	0.00174	0.00174	0.00008	0.00000	0.00000	0.00000
32023	43	236895	13180	372	0.15703	1.00000	0.00000	0.00000	0.99921	0.00039	0.00004	0.00157	0.00157	0.00008	0.99843	0.00157	0.00008	0.00079	0.00039	0.00004	0.99921	0.00039	0.00004	0.00157	0.00157	0.00008	0.00000	0.00000	0.00000
32024	49	247938	13845	440	0.17746	1.00000	0.00000	0.00000	0.99911	0.00044	0.00004	0.00177	0.00177	0.00008	0.99823	0.00177	0.00008	0.00089	0.00044	0.00004	0.99911	0.00044	0.00004	0.00177	0.00177	0.00008	0.00000	0.00000	0.00000
32054	55	247256	13794	476	0.19251	1.00000	0.00000	0.00000	0.99904	0.00048	0.00004	0.00193	0.00192	0.00009	0.99807	0.00192	0.00009	0.00096	0.00048	0.00004	0.99904	0.00048	0.00004	0.00193	0.00192	0.00009	0.00000	0.00000	0.00000
32075	135	244579	13636	242	0.09895	1.00000	0.00000	0.00000	0.99951	0.00025	0.00003	0.00099	0.00099	0.00006	0.99901	0.00099	0.00006	0.00049	0.00025	0.00003	0.99951	0.00025	0.00003	0.00099	0.00099	0.00006	0.00000	0.00000	0.00000
32770	75	239109	13383	130	0.05437	1.00000	0.00000	0.00000	0.99973	0.00014	0.00002	0.00054	0.00054	0.00005	0.99946	0.00054	0.00005	0.00027	0.00014	0.00002	0.99973	0.00014	0.00002	0.00054	0.00054	0.00005	0.00000	0.00000	0.00000
32835	15	239599	13368	107	0.04466	1.00000	0.00000	0.00000	0.99978	0.00011	0.00002	0.00045	0.00045	0.00004	0.99955	0.00045	0.00004	0.00022	0.00011	0.00002	0.99978	0.00011	0.00002	0.00045	0.00045	0.00004	0.00000	0.00000	0.00000
32846	22	244458	13697	133	0.05441	1.00000	0.00000	0.00000	0.99973	0.00014	0.00002	0.00054	0.00054	0.00005	0.99946	0.00054	0.00005	0.00027	0.00014	0.00002	0.99973	0.00014	0.00002	0.00054	0.00054	0.00005	0.00000	0.00000	0.00000
32860	21	242229	13566	128	0.05284	1.00000	0.00000	0.00000	0.99974	0.00013	0.00002	0.00053	0.00053	0.00005	0.99947	0.00053	0.00005	0.00026	0.00013	0.00002	0.99974	0.00013	0.00002	0.00053	0.00053	0.00005	0.00000	0.00000	0.00000
33756	8	248614	13898	175	0.07039	1.00000	0.00000	0.00000	0.99965	0.00018	0.00003	0.00070	0.00070	0.00005	0.99930	0.00070	0.00005	0.00035	0.00018	0.00003	0.99965	0.00018	0.00003	0.00070	0.00070	0.00005	0.00000	0.00000	0.00000
33757	6	247819	13814	168	0.06779	1.00000	0.00000	0.00000	0.99966	0.00017	0.00003	0.00068	0.00068	0.00005	0.99932	0.00068	0.00005	0.00034	0.00017	0.00003	0.99966	0.00017	0.00003	0.00068	0.00068	0.00005	0.00000	0.00000	0.00000
33759	6	249004	13911	154	0.06185	1.00000	0.00000	0.00000	0.99969	0.00015	0.00002	0.00062	0.00062	0.00005	0.99938	0.00062	0.00005	0.00031	0.00015	0.00002	0.99969	0.00015	0.00002	0.00062	0.00062	0.00005	0.00000	0.00000	0.00000
33760	25	242279	13484	206	0.08503	1.00000	0.00000	0.00000	0.99957	0.00021	0.00003	0.00085	0.00085	0.00006	0.99915	0.00085	0.00006	0.00043	0.00021	0.00003	0.99957	0.00021	0.00003	0.00085	0.00085	0.00006	0.00000	0.00000	0.00000
33789	8	248114	13847	173	0.06973	1.00000	0.00000	0.00000	0.99965	0.00017	0.00003	0.00070	0.00070	0.00005	0.99930	0.00070	0.00005	0.00035	0.00017	0.00003	0.99965	0.00017	0.00003	0.00070	0.00070	0.00005	0.00000	0.00000	0.00000
33790	9	247912	13840	160	0.06454	1.00000	0.00000	0.00000	0.99968	0.00016	0.00003	0.00065	0.00064	0.00005	0.99935	0.00064	0.00005	0.00032	0.00016	0.00003	0.99968	0.00016	0.00003	0.00065	0.00064	0.00005	0.00000	0.00000	0.00000
33822	16	248593	13878	191	0.07683	1.00000	0.00000	0.00000	0.99962	0.00019	0.00003	0.00077	0.00077	0.00006	0.99923	0.00077	0.00006	0.00038	0.00019	0.00003	0.99962	0.00019	0.00003	0.00077	0.00077	0.00006	0.00000	0.00000	0.00000
33832	15	248201	13832	193	0.07776	1.00000	0.00000	0.00000	0.99961	0.00019	0.00003	0.00078	0.00078	0.00006	0.99922	0.00078	0.00006	0.00039	0.00019	0.00003	0.99961	0.00019	0.00003	0.00078	0.00078	0.00006	0.00000	0.00000	0.00000
33842	8	240188	13332	169	0.07036	1.00000	0.00000	0.00000	0.99965	0.00018	0.00003	0.00070	0.00070	0.00005	0.99930	0.00070	0.00005	0.00035	0.00018	0.00003	0.99965	0.00018	0.00003	0.00070	0.00070	0.00005	0.00000	0.00000	0.00000
33871	15	248311	13854	177	0.07128	1.00000	0.00000	0.00000	0.99964	0.00018	0.00003	0.00071	0.00071	0.00005	0.99929	0.00071	0.00005	0.00036	0.00018	0.00003	0.99964	0.00018	0.00003	0.00071	0.00071	0.00005	0.00000	0.00000	0.00000
33905	30	248703	13886	247	0.09932	1.00000	0.00000	0.00000	0.99950	0.00025	0.00003	0.00099	0.00099	0.00006	0.99901	0.00099	0.00006	0.00050	0.00025	0.00003	0.99950	0.00025	0.00003	0.00099	0.00099	0.00006	0.00000	0.00000	0.00000
33906	26	248505	13879	223	0.08974	1.00000	0.00000	0.00000	0.99955	0.00022	0.00003	0.00090	0.00090	0.00006	0.99910	0.00090	0.00006	0.00045	0.00022	0.00003	0.99955	0.00022	0.00003	0.00090	0.00090	0.00006	0.00000	0.00000	0.00000
34840	37	243262	13531	368	0.15128	1.00000	0.00000	0.00000	0.99924	0.00038	0.00004	0.00151	0.00151	0.00008	0.99849	0.00151	0.00008	0.00076	0.00038	0.00004	0.99924	0.00038	0.00004	0.00151	0.00151	0.00008	0.00000	0.00000	0.00000
34848	32	231320	12833	324	0.14007	1.00000	0.00000	0.00000	0.99930	0.00035	0.00004	0.00140	0.00140	0.00008	0.99860	0.00140	0.00008	0.00070	0.00035	0.00004	0.99930	0.00035	0.00004	0.00140	0.00140	0.00008	0.00000	0.00000	0.00000
34855	55	248486	13854	422	0.16983	1.00000	0.00000	0.00000	0.99915	0.00042	0.00004	0.00170	0.00170	0.00008	0.99830	0.00170	0.00008	0.00085	0.00042	0.00004	0.99915	0.00042	0.00004	0.00170	0.00170	0.00008	0.00000	0.00000	0.00000
34862	34	246942	13757	415	0.16806	1.00000	0.00000	0.00000	0.99916	0.00042	0.00004	0.00168	0.00168	0.00008	0.99832	0.00168	0.00008	0.00084	0.00042	0.00004	0.99916	0.00042	0.00004	0.00168	0.00168	0.00008	0.00000	0.00000	0.00000
34865	38	247050	13765	396	0.16029	1.00000	0.00000	0.00000	0.99920	0.00040	0.00004	0.00160	0.00160	0.00008	0.99840	0.00160	0.00008	0.00080	0.00040	0.00004	0.99920	0.00040	0.00004	0.00160	0.00160	0.00008	0.00000	0.00000	0.00000
34870	53	247932	13831	427	0.17222	1.00000	0.00000	0.00000	0.99914	0.00043	0.00004	0.00172	0.00172	0.00008	0.99828	0.00172	0.00008	0.00086	0.00043	0.00004	0.99914	0.00043	0.00004	0.00172	0.00172	0.00008	0.00000	0.00000	0.00000
34953	31	240894	13463	138	0.05729	1.00000	0.00000	0.00000	0.99971	0.00014	0.00002	0.00057	0.00057	0.00005	0.99943	0.00057	0.00005	0.00029	0.00014	0.00002	0.99971	0.00014	0.00002	0.00057	0.00057	0.00005	0.00000	0.00000	0.00000
34969	35	240597	13438	137	0.05694	1.00000	0.00000	0.00000	0.99972	0.00014	0.00002	0.00057	0.00057	0.00005	0.99943	0.00057	0.00005	0.00028	0.00014	0.00002	0.99972	0.00014	0.00002	0.00057	0.00057	0.00005	0.00000	0.00000	0.00000
35042	27	241308	13480	120	0.04973	1.00000	0.00000	0.00000	0.99975	0.00012	0.00002	0.00050	0.00050	0.00005	0.99950	0.00050	0.00005	0.00025	0.00012	0.00002	0.99975	0.00012	0.00002	0.00050	0.00050	0.00005	0.00000	0.00000	0.00000
36072	17	247599	13784	239	0.09653	1.00000	0.00000	0.00000	0.99952	0.00024	0.00003	0.00097	0.00096	0.00006	0.99903	0.00096	0.00006	0.00048	0.00024	0.00003	0.99952	0.00024	0.00003	0.00097	0.00096	0.00006	0.00000	0.00000	0.00000
36076	26	248507	13865	231	0.09296	1.00000	0.00000	0.00000	0.99954	0.00023	0.00003	0.00093	0.00093	0.00006	0.99907	0.00093	0.00006	0.00046	0.00023	0.00003	0.99954	0.00023	0.00003	0.00093	0.00093	0.00006	0.00000	0.00000	0.00000
36094	25	248588	13859	246	0.09896	1.00000	0.00000	0.00000	0.99951	0.00025	0.00003	0.00099	0.00099	0.00006	0.99901	0.00099	0.00006	0.00049	0.00025	0.00003	0.99951	0.00025	0.00003	0.00099	0.00099	0.00006	0.00000	0.00000	0.00000
36095	11	244725	13638	191	0.07805	1.00000	0.00000	0.00000	0.99961	0.00019	0.00003	0.00078	0.00078	0.00006	0.99922	0.00078	0.00006	0.00039	0.00019	0.00003	0.99961	0.00019	0.00003	0.00078	0.00078	0.00006	0.00000	0.00000	0.00000
36096	18	247021	13763	269	0.10890	1.00000	0.00000	0.00000	0.99946	0.00027	0.00003	0.00109	0.00109	0.00007	0.99891	0.00109	0.00007	0.00054	0.00027	0.00003	0.99946	0.00027	0.00003	0.00109	0.00109	0.00007	0.00000	0.00000	0.00000
36105	21	248899	13897	251	0.10084	1.00000	0.00000	0.00000	0.99950	0.00025	0.00003	0.00101	0.00101	0.00006	0.99899	0.00101	0.00006	0.00050	0.00025	0.00003	0.99950	0.00025	0.00003	0.00101	0.00101	0.00006	0.00000	0.00000	0.00000
36112	10	248583	13866	213	0.08569	1.00000	0.00000	0.00000	0.99957	0.00021	0.00003	0.00086	0.00086	0.00006	0.99914	0.00086	0.00006	0.00043	0.00021	0.00003	0.99957	0.00021	0.00003	0.00086	0.00086	0.00006	0.00000	0.00000	0.00000
36129	10	248483	13853	208	0.08371	1.00000	0.00000	0.00000	0.99958	0.00021	0.00003	0.00084	0.00084	0.00006	0.99916	0.00084	0.00006	0.00042	0.00021	0.00003	0.99958	0.00021	0.00003	0.00084	0.00084	0.00006	0.00000	0.00000	0.00000
36144	11	248888	13893	211	0.08478	1.00000	0.00000	0.00000	0.99958	0.00021	0.00003	0.00085	0.00085	0.00006	0.99915	0.00085	0.00006	0.00042	0.00021	0.00003	0.99958	0.00021	0.00003	0.00085	0.00085	0.00006	0.00000	0.00000	0.00000
36145	14	249179	13909	220	0.08829	1.00000	0.00000	0.00000	0.99956	0.00022	0.00003	0.00088	0.00088	0.00006	0.99912	0.00088	0.00006	0.00044	0.00022	0.00003	0.99956	0.00022	0.00003	0.00088	0.00088	0.00006	0.00000	0.00000	0.00000
36156	9	248789	13889	236	0.09486	1.00000	0.00000	0.00000	0.99953	0.00024	0.00003	0.00095	0.00095	0.00006	0.99905	0.00095	0.00006	0.00047	0.00024	0.00003	0.99953	0.00024	0.00003	0.00095	0.00095	0.00006	0.00000	0.00000	0.00000
36212	32	248584	13872	247	0.09936	1.00000	0.00000	0.00000	0.99950	0.00025	0.00003	0.00099	0.00099	0.00006	0.99901	0.00099	0.00006	0.00050	0.00025	0.00003	0.99950	0.00025	0.00003	0.00099	0.00099	0.00006	0.00000	0.00000	0.00000
36217	41	248969	13884	245	0.09841	1.00000	0.00000	0.00000	0.99951	0.00025	0.00003	0.00098	0.00098	0.00006	0.99902	0.00098	0.00006	0.00049	0.00025	0.00003	0.99951	0.00025	0.00003	0.00098	0.00098	0.00006	0.00000	0.00000	0.00000
34887	60	247258	13792	434	0.17553	1.00000	0.00000	0.00000	0.99912	0.00044	0.00004	0.00176	0.00175	0.00008	0.99824	0.00175	0.00008	0.00088	0.00044	0.00004	0.99912	0.00044	0.00004	0.00176	0.00175	0.00008	0.00000	0.00000	0.00000
36249	25	248410	13869	236	0.09500	1.00000	0.00000	0.00000	0.99952	0.00024	0.00003	0.00095	0.00095	0.00006	0.99905	0.00095	0.00006	0.00048	0.00024	0.00003	0.99952	0.00024	0.00003	0.00095	0.00095	0.00006	0.00000	0.00000	0.00000
5633	186	244363	13635	461	0.18865	1.00000	0.00000	0.00000	0.99906	0.00047	0.00004	0.00189	0.00188	0.00009	0.99811	0.00188	0.00009	0.00094	0.00047	0.00004	0.99906	0.00047	0.00004	0.00189	0.00188	0.00009	0.00000	0.00000	0.00000
5157	12	248111	13806	326	0.13139	1.00000	0.00000	0.00000	0.99934	0.00033	0.00004	0.00131	0.00131	0.00007	0.99869	0.00131	0.00007	0.00066	0.00033	0.00004	0.99934	0.00033	0.00004	0.00131	0.00131	0.00007	0.00000	0.00000	0.00000
5192	29	247828	13816	320	0.12912	1.00000	0.00000	0.00000	0.99935	0.00032	0.00004	0.00129	0.00129	0.00007	0.99871	0.00129	0.00007	0.00065	0.00032	0.00004	0.99935	0.00032	0.00004	0.00129	0.00129	0.00007	0.00000	0.00000	0.00000
6977	10	247038	13784	339	0.13723	1.00000	0.00000	0.00000	0.99931	0.00034	0.00004	0.00137	0.00137	0.00007	0.99863	0.00137	0.00007	0.00069	0.00034	0.00004	0.99931	0.00034	0.00004	0.00137	0.00137	0.00007	0.00000	0.00000	0.00000
6982	20	247145	13775	347	0.14040	1.00000	0.00000	0.00000	0.99930	0.00035	0.00004	0.00140	0.00140	0.00008	0.99860	0.00140	0.00008	0.00070	0.00035	0.00004	0.99930	0.00035	0.00004	0.00140	0.00140	0.00008	0.00000	0.00000	0.00000
7229	15	227026	12573	242	0.10660	1.00000	0.00000	0.00000	0.99947	0.00027	0.00003	0.00107	0.00106	0.00007	0.99893	0.00106	0.00007	0.00053	0.00027	0.00003	0.99947	0.00027	0.00003	0.00107	0.00106	0.00007	0.00000	0.00000	0.00000
7295	29	247617	13809	375	0.15144	1.00000	0.00000	0.00000	0.99924	0.00038	0.00004	0.00151	0.00151	0.00008	0.99849	0.00151	0.00008	0.00076	0.00038	0.00004	0.99924	0.00038	0.00004	0.00151	0.00151	0.00008	0.00000	0.00000	0.00000
7526	19	247425	13784	357	0.14429	1.00000	0.00000	0.00000	0.99928	0.00036	0.00004	0.00144	0.00144	0.00008	0.99856	0.00144	0.00008	0.00072	0.00036	0.00004	0.99928	0.00036	0.00004	0.00144	0.00144	0.00008	0.00000	0.00000	0.00000
9539	47	247509	13809	387	0.15636	1.00000	0.00000	0.00000	0.99922	0.00039	0.00004	0.00156	0.00156	0.00008	0.99844	0.00156	0.00008	0.00078	0.00039	0.00004	0.99922	0.00039	0.00004	0.00156	0.00156	0.00008	0.00000	0.00000	0.00000
13530	40	242512	13552	142	0.05855	1.00000	0.00000	0.00000	0.99971	0.00015	0.00002	0.00059	0.00059	0.00005	0.99941	0.00059	0.00005	0.00029	0.00015	0.00002	0.99971	0.00015	0.00002	0.00059	0.00059	0.00005	0.00000	0.00000	0.00000
14484	83	239032	13347	357	0.14935	1.00000	0.00000	0.00000	0.99925	0.00037	0.00004	0.00149	0.00149	0.00008	0.99851	0.00149	0.00008	0.00075	0.00037	0.00004	0.99925	0.00037	0.00004	0.00149	0.00149	0.00008	0.00000	0.00000	0.00000
15880	21	242700	13586	134	0.05521	1.00000	0.00000	0.00000	0.99972	0.00014	0.00002	0.00055	0.00055	0.00005	0.99945	0.00055	0.00005	0.00028	0.00014	0.00002	0.99972	0.00014	0.00002	0.00055	0.00055	0.00005	0.00000	0.00000	0.00000
15892	42	242021	13528	155	0.06404	1.00000	0.00000	0.00000	0.99968	0.00016	0.00003	0.00064	0.00064	0.00005	0.99936	0.00064	0.00005	0.00032	0.00016	0.00003	0.99968	0.00016	0.00003	0.00064	0.00064	0.00005	0.00000	0.00000	0.00000
19259	84	239888	13371	336	0.14007	1.00000	0.00000	0.00000	0.99930	0.00035	0.00004	0.00140	0.00140	0.00008	0.99860	0.00140	0.00008	0.00070	0.00035	0.00004	0.99930	0.00035	0.00004	0.00140	0.00140	0.00008	0.00000	0.00000	0.00000
33266	16	248392	13862	268	0.10789	1.00000	0.00000	0.00000	0.99946	0.00027	0.00003	0.00108	0.00108	0.00007	0.99892	0.00108	0.00007	0.00054	0.00027	0.00003	0.99946	0.00027	0.00003	0.00108	0.00108	0.00007	0.00000	0.00000	0.00000
33272	40	248487	13864	229	0.09216	1.00000	0.00000	0.00000	0.99954	0.00023	0.00003	0.00092	0.00092	0.00006	0.99908	0.00092	0.00006	0.00046	0.00023	0.00003	0.99954	0.00023	0.00003	0.00092	0.00092	0.00006	0.00000	0.00000	0.00000
33274	35	248965	13884	254	0.10202	1.00000	0.00000	0.00000	0.99949	0.00025	0.00003	0.00102	0.00102	0.00006	0.99898	0.00102	0.00006	0.00051	0.00025	0.00003	0.99949	0.00025	0.00003	0.00102	0.00102	0.00006	0.00000	0.00000	0.00000
33761	13	248309	13855	171	0.06887	1.00000	0.00000	0.00000	0.99966	0.00017	0.00003	0.00069	0.00069	0.00005	0.99931	0.00069	0.00005	0.00034	0.00017	0.00003	0.99966	0.00017	0.00003	0.00069	0.00069	0.00005	0.00000	0.00000	0.00000
