Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
365000	-7310.129976892347	-7292.420470823082	-17.709506069265224	0.5200812336147627	4.042227444205357	9.960701544419828E-4
367500	-7307.52211980962	-7292.592123069361	-14.929996740258492	0.368476169392286	4.079890213313928	0.0013984871690824845
370000	-7310.247032880489	-7294.749244079868	-15.49778880062117	0.1834465455034482	4.290337173830669	0.0010088947930178868
372500	-7304.774618123081	-7289.871529089704	-14.903089033376833	0.404315164040532	3.206777033233316	0.0019384578348203942
375000	-7303.014374485724	-7288.403003628345	-14.611370857379214	0.2569474277554768	4.015968283987106	0.0014432183802999855
377500	-7309.829704854009	-7295.77182445377	-14.057880400238968	0.2902993535700196	3.8753503217989618	0.0015008092537577996
380000	-7313.1205931888135	-7294.675971710002	-18.44462147881101	0.39530574849303146	5.199794202115287	9.076357527130695E-4
382500	-7309.712470277939	-7293.676637136164	-16.035833141775285	0.32044768291769804	4.468208135132337	0.0014307807801666834
385000	-7306.447761947519	-7292.103157957706	-14.344603989813567	0.2479432047714968	3.6531862798714974	0.0017394925284982532
387500	-7315.983285079787	-7300.984747827736	-14.99853725205082	0.39808894673439155	3.890250170845428	0.0013123961722225287
390000	-7307.937113909365	-7292.9236645341525	-15.013449375212387	0.20097711495364057	3.9261672828585286	0.001164150919609588
392500	-7309.526703041174	-7295.411573834275	-14.115129206899237	0.3190084320672146	3.5436317719194115	0.0014527482747448315
395000	-7307.031673017246	-7290.368969727096	-16.66270329015084	0.17796084186536287	4.806170702656749	9.889042507233241E-4
397500	-7312.281959586789	-7297.387862096268	-14.894097490521125	0.26266899423729123	4.113027169277182	0.0012665476461799043
400000	-7307.654144829275	-7292.592580099401	-15.06156472987377	0.22290978634031527	4.24784453770289	0.0016577801932537188
402500	-7309.440443112238	-7293.959979289165	-15.48046382307308	0.24255633722550868	4.707228884333893	0.0011131277973928115
405000	-7308.071413193852	-7293.978143020805	-14.093270173047062	0.26354870775691985	3.2540474980119027	0.0015344052548869527
407500	-7308.062972261022	-7291.778563820229	-16.284408440793698	0.1340569317993292	4.034717030967001	0.0012132233050005765
410000	-7306.860304791565	-7292.156342985744	-14.703961805820938	0.22822422673747494	3.1153112480393435	0.0018096017539989805
412500	-7308.58907976046	-7293.189194593243	-15.399885167216466	0.16220926340690317	4.070479687291476	0.0010175215480359818
415000	-7311.028544192837	-7295.064685507742	-15.963858685095369	0.14067285772435154	3.446532598779998	0.0013601729157387164
417500	-7314.364905865649	-7299.607223225662	-14.757682639987483	0.47681578494225685	3.170696512701346	0.001664004087347487
420000	-7311.371897763163	-7296.824608294993	-14.547289468171016	0.29788491284660373	4.2029679810392855	0.0012191298878187083
422500	-7309.59652520865	-7294.584746172658	-15.011779035991584	0.1798736859612588	3.8990825894397414	0.0012054807401005434
425000	-7310.711074200365	-7294.896678728071	-15.814395472294812	0.35456725623943824	4.200011086725255	0.0013508971174833295
427500	-7304.548781859655	-7290.536680265896	-14.012101593758764	0.30518040199044494	3.453788381973607	0.0013244605695231504
430000	-7309.240897279654	-7293.664374685301	-15.576522594353406	0.2103836179281095	4.316906542028797	0.0012568876722601314
432500	-7308.163542066071	-7293.58611854577	-14.577423520301487	0.38441261367997587	3.9037247243534323	0.0013815110736347053
435000	-7308.46906540969	-7291.745581547627	-16.7234838620635	0.18748313528359703	4.676164643871886	0.0012226141488873177
437500	-7304.892164930645	-7290.721983233434	-14.170181697210632	0.3043361978622147	3.4540623347592607	0.0016428591153735273
440000	-7308.3952409747	-7291.504526141011	-16.8907148336882	0.2153757433143264	4.851830719237251	0.0012980446386458612
442500	-7310.023744731825	-7295.677034773143	-14.346709958681965	0.31057242450617556	3.9177416525587967	0.0013178460412506744
445000	-7307.849843285278	-7292.516238195624	-15.333605089654144	0.2125517821657416	4.1595213574149605	0.0012304107713016872
447500	-7311.358402265774	-7292.709310794366	-18.649091471408532	0.1331794684943871	5.131384064065633	0.001173193727515252
450000	-7308.775837230199	-7294.376177584479	-14.399659645719852	0.27154058922358604	3.824017609341087	0.0016113020635172826
452500	-7307.061761131077	-7292.686255639456	-14.375505491620629	0.3120280741925475	3.8263678785435737	0.0011218549526001212
455000	-7304.507171445437	-7290.44906154494	-14.058109900496977	0.2637971576155161	3.624452699339802	0.0011385485866928816
457500	-7304.970321844031	-7290.799204193406	-14.17111765062548	0.29498914672640536	3.697052786439984	0.0013529757558201545
460000	-7311.637987547841	-7296.157846847331	-15.48014070050964	0.3207548822369832	4.517790697756825	9.88125093233483E-4
462500	-7309.960301540293	-7295.159796100984	-14.800505439308875	0.28949583965599635	4.180923638417617	0.001171746046110333
465000	-7305.494521578578	-7290.71648206822	-14.778039510358024	0.22242554457476574	3.8136442350178665	0.0018061254400124828
467500	-7309.634967715058	-7296.036479704047	-13.598488011011192	0.3378666511890219	3.249016006910806	0.0011718775902742698
470000	-7316.759152386414	-7301.784117539738	-14.975034846676277	0.35566976840392694	4.559573850657095	9.424566238758511E-4
472500	-7303.977708019346	-7289.6104946937185	-14.367213325628105	0.4087941432547362	3.075771862427984	0.0016505396752446052
475000	-7307.980507926529	-7293.715939031062	-14.264568895467288	0.3804199471027676	3.730765257921347	0.0011057327036936549
477500	-7309.48177359563	-7292.2809502963655	-17.200823299264485	0.3267703105008455	5.161283258939129	0.0012809416699999052
480000	-7311.262544997922	-7296.828488678258	-14.43405631966483	0.27134846605515095	3.755373211420471	0.0010184384182956405
482500	-7309.142876462544	-7293.467677961379	-15.67519850116528	0.28891298765621254	4.617365202258541	0.0011808013714952638
485000	-7314.858769683598	-7299.514335251103	-15.344434432495207	0.169534296589034	4.188223398343123	0.0010130720295727603
487500	-7306.812061825219	-7291.642879966333	-15.169181858885846	0.20082095732539595	4.063194153431445	0.0012723729935925107
490000	-7310.226371787771	-7293.861168671252	-16.365203116518874	0.3084943529962087	4.887648400298869	6.570289162940876E-4
492500	-7307.3565911673295	-7290.369924568334	-16.986666598995665	0.19130645465610036	5.033266994508697	8.836447223743048E-4
495000	-7304.521586574057	-7289.802417777062	-14.719168796994943	0.2648829445275677	4.089361701198234	0.0011592969456946617
497500	-7310.359059368941	-7294.535475385047	-15.823583983894213	0.17420600158230817	4.457783582315839	0.0012009919416348434
500000	-7305.713930207169	-7289.361449766963	-16.35248044020565	0.4864524079297331	3.963649747007972	0.0012607055539144416
502500	-7306.748274129518	-7290.6875943092755	-16.060679820242584	0.4857684246395299	3.684284369315331	0.0018570108680418679
505000	-7310.286726727063	-7295.490648717346	-14.79607800971776	0.5293707054512695	2.8214616927787093	0.0018284834071314268
507500	-7307.371227278816	-7291.833426946711	-15.537800332104325	0.2674378465619572	4.350264968938475	0.0010221662577976913
510000	-7313.186486364039	-7297.979882603637	-15.206603760402366	0.3236723975889545	4.189069924315364	0.0013859743358765057
512500	-7312.28270481111	-7296.261602113916	-16.02110269719463	0.33949437134945765	4.306426745180038	9.076051748397939E-4
515000	-7313.651946658747	-7298.501028907213	-15.150917751533436	0.4375577494618424	3.8285737719022204	0.001163751371496734
517500	-7314.815265386519	-7298.191341058727	-16.623924327792366	0.1999870834106222	5.38017689622329	0.0010202202962297767
520000	-7310.731889519529	-7295.6654361209685	-15.066453398561203	0.28152060479731694	4.175244930428476	0.0011265808489953908
522500	-7306.672574790986	-7291.984997229793	-14.687577561192231	0.3876605523141203	3.8117282120939406	0.0012361286153235384
525000	-7312.125292778216	-7297.5641965990335	-14.561096179182755	0.38027314030752396	3.4865023678232983	0.0021566000913817293
527500	-7306.133376887851	-7291.075241545685	-15.058135342166846	0.3882043594270064	3.8166953371301173	0.0013410822876860822
530000	-7311.974731703524	-7293.989209287695	-17.985522415828687	0.19118188561984337	5.302077211823158	0.0010110682955163449
532500	-7306.480881124766	-7290.641670832371	-15.839210292394334	0.22799180008158615	4.6689677395174165	0.0012084689782183285
535000	-7307.5822543343675	-7293.436068010516	-14.14618632385216	0.27927239911393864	3.8076888183808055	0.0012232338743635464
537500	-7304.701911996618	-7290.004956689055	-14.696955307563275	0.3455881977217834	3.9531923333918844	0.0012559189151892635
540000	-7307.777211972004	-7290.603726373623	-17.173485598380218	0.2549584692918165	4.89812221746101	8.595077933760343E-4
542500	-7309.251572209817	-7291.887925217116	-17.36364699270037	0.17299886353688315	4.694079562366896	0.0013446148761336407
545000	-7312.276701060936	-7296.822893017054	-15.453808043881356	0.19809724835197037	4.624809156156653	0.001433750678194309
547500	-7306.786248628063	-7291.131908596327	-15.6543400317359	0.32473163923290965	4.534190300890582	0.001105500226625526
550000	-7309.606667548308	-7292.750128416133	-16.85653913217532	0.27422461879753013	4.960934952692351	0.00133806075988625
552500	-7309.565330025271	-7295.387795275498	-14.177534749772084	0.2819897341395586	3.796363510792071	0.0011114653992978496
555000	-7308.952016159888	-7290.5660108783095	-18.386005281578537	0.313979576473869	5.309941847210513	9.130294410747797E-4
557500	-7312.704917605088	-7294.289121360327	-18.415796244760813	0.161684584466197	5.90842198690552	0.0011224023514479155
560000	-7306.492470137641	-7288.988723875525	-17.50374626211711	0.19913069750647375	5.205905335285993	9.537553197965878E-4
562500	-7307.52018000673	-7293.079432989908	-14.440747016821533	0.27972507728973217	3.96284108283441	0.0013301687125984553
565000	-7305.049801834697	-7290.082301287407	-14.967500547290111	0.28710511726872356	4.297766571577545	0.0012729858371045013
567500	-7311.86468796832	-7295.0436811006375	-16.82100686768251	0.3158579695650909	4.875184797307528	0.0016151061851486994
570000	-7309.615518039371	-7294.839802827007	-14.775715212363963	0.3422355374045413	3.8459858502015702	0.0018388337871828194
572500	-7307.122146905692	-7291.345359378244	-15.776787527447816	0.21041750807039408	4.275617087640598	0.0013140240385543327
575000	-7309.963744355549	-7295.440390874121	-14.523353481429236	0.3656102949994838	3.5754863821443195	0.0021859046358242602
577500	-7311.511775945117	-7295.915584941066	-15.596191004050686	0.15877363250932858	3.767606442503369	0.0013337440979128655
580000	-7310.33885502584	-7295.77576492487	-14.563090100969626	0.2750859178729235	4.000606043785735	0.0015803789248170046
582500	-7307.4717295140445	-7292.975055464424	-14.496674049620504	0.2099831021317573	3.951230762068148	0.0011926001365184043
585000	-7310.0506401848115	-7293.9245564327275	-16.126083752084067	0.1842327458552362	4.498069327421188	0.0011542272873902577
587500	-7306.549893219835	-7290.7789239871445	-15.770969232690858	0.4803703746565256	3.9096633922361828	0.0013946119803330147
590000	-7313.609810382454	-7295.48513241477	-18.12467796768405	0.35780637714194785	4.986588157891147	0.0011684109997306326
592500	-7310.199619933665	-7295.239996209481	-14.959623724183587	0.261884735255276	4.073492695110609	0.0018502456654895872
595000	-7306.024976847741	-7291.522717411067	-14.502259436673622	0.344063245545428	3.5721806724435043	0.0013768992543157338
597500	-7311.951429092555	-7297.634805021769	-14.316624070785906	0.30737525618236206	4.098053429632544	0.0010136670267792166
600000	-7305.08178613048	-7290.289249113471	-14.79253701700973	0.21326651526375917	3.7835445827809093	0.0013639801644254937
