Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
125000	-7453.646502156154	-7437.962944591023	-15.68355756513101	0.21626072052665038	4.550285642940193	0.0011702273333897238
127500	-7457.338045587243	-7440.026027032077	-17.312018555166077	0.25223082218122583	5.148819277783265	7.436951688409292E-4
130000	-7450.714177158781	-7435.2289587917385	-15.485218367042524	0.3387198039583241	4.226088971716912	0.001709201640899601
132500	-7455.554578729032	-7438.808470127195	-16.74610860183779	0.2306220084894569	4.906051926902948	0.0012750273513184574
135000	-7449.6268411981855	-7435.438240032558	-14.188601165628324	0.26526266566484513	3.3349852973256477	0.0016044402917995927
137500	-7455.537806573165	-7440.910085942393	-14.627720630771526	0.24039369872423358	3.6625897341808247	0.0016260412137060567
140000	-7453.685955555292	-7435.120930807815	-18.565024747477043	0.18897885983339757	5.672292643079849	9.529723785968601E-4
142500	-7459.20902337217	-7442.740078188261	-16.46894518390901	0.25268563184207277	4.67624438984978	9.671947702651583E-4
145000	-7453.473748293784	-7437.5679302792305	-15.905818014554075	0.15189762802081014	3.9152921228399835	0.0014466245224712252
147500	-7451.897270133865	-7436.430899977459	-15.466370156405816	0.32196988293114975	4.46818884624474	0.001203286791349184
150000	-7458.547143192079	-7440.809907630944	-17.737235561135442	0.21177307883594657	5.254900907902685	0.0010993184514781259
152500	-7452.07082153229	-7437.6887893062085	-14.382032226081359	0.2718887595213053	3.672627078852243	0.0017111779690017412
155000	-7452.296339939619	-7436.164950308786	-16.131389630833695	0.15291829003983665	4.296914596113043	0.0012715852795655792
157500	-7455.191486246607	-7439.8974708542	-15.29401539240746	0.4915019479086046	3.3481886611124962	0.0015604099210302796
160000	-7452.606219892938	-7434.864398680437	-17.74182121250019	0.16373479370218064	5.094908190131687	0.0011761824535133606
162500	-7453.607840091815	-7438.434596711345	-15.173243380470414	0.32777331454761377	4.166313030544851	0.0014311393509260056
165000	-7455.340416867012	-7440.516213641052	-14.824203225960645	0.3369384639522181	4.003954882063965	0.00103544835772426
167500	-7455.842634582114	-7440.917165964479	-14.925468617635252	0.25216613272601207	4.109460677672623	0.001454264121506201
170000	-7450.805400660403	-7435.89298289343	-14.912417766973647	0.24163880667663082	4.062127196311624	0.0014406193248563653
172500	-7452.635620709898	-7437.943558892127	-14.692061817771085	0.4300535535756628	3.1332268705083908	0.001733840865475486
175000	-7457.304146108713	-7442.933332676941	-14.370813431772078	0.3102969622318647	3.3146869208813605	0.00198196858631522
177500	-7460.114705239994	-7442.037607810376	-18.07709742961771	0.3293688564121155	5.226987942054744	0.0012005440935299713
180000	-7466.831304356533	-7450.137017271028	-16.694287085505636	0.1369878113563463	4.367998619542609	0.0010930378235479493
182500	-7458.262459390598	-7442.790615251593	-15.471844139005219	0.26276607839110167	4.334849065291568	0.001428111984322738
185000	-7455.308015435017	-7440.366896046337	-14.941119388680281	0.22564875230805007	4.101285311419407	0.001287839302080367
187500	-7455.954655234815	-7438.854584636893	-17.100070597921395	0.3422270156651725	4.528746378086883	0.0014628253887033372
190000	-7456.501411848489	-7440.858436548865	-15.642975299623366	0.14791822472390548	3.593631414938178	0.0012037007872400033
192500	-7457.635417413183	-7441.634542813515	-16.000874599668457	0.4536527850779113	3.9405828557658102	0.0013621016885462572
195000	-7459.065009453017	-7445.1907843293	-13.874225123717434	0.3388073444967995	3.315180644765415	0.0014599900373621778
197500	-7455.080903383371	-7438.178536427239	-16.902366956132337	0.263456229039397	4.777201455378288	8.926381854199958E-4
200000	-7457.528723780446	-7441.246502857347	-16.282220923099032	0.14850229596183695	3.941832459344797	0.0018159246191503824
202500	-7459.103088688476	-7442.579772440142	-16.523316248334254	0.19728309604416686	4.743684634805822	8.009181490955965E-4
205000	-7457.5808679966085	-7440.118684410559	-17.46218358604956	0.26226091317635086	5.205683392422133	0.0012447497533513503
207500	-7457.707628257685	-7442.743562315317	-14.964065942368439	0.3928426666855404	3.657917594694945	0.0015392331282417084
210000	-7454.400320240069	-7438.9800473563555	-15.420272883713771	0.2585304366654579	4.341247530169159	9.609313306955905E-4
212500	-7459.53412448554	-7441.248886902375	-18.28523758316533	0.6167920153453168	3.8996398762426048	0.0015107319748296274
215000	-7454.203554719133	-7438.137235161176	-16.066319557956263	0.16410150626627168	4.4917347125750755	0.001219030847352546
217500	-7459.366917837404	-7444.8121462867175	-14.554771550686729	0.35014394059060355	3.4829882857801007	0.001987414135133057
220000	-7456.217036659863	-7440.649320963491	-15.567715696372165	0.2576380658126432	4.551296652001141	0.0010331237576033335
222500	-7454.302378259489	-7438.939107556297	-15.363270703191796	0.25102176479514876	4.498283430117433	0.0013614932932706138
225000	-7451.568353507555	-7435.257100060077	-16.31125344747729	0.19257138412120434	4.895164672529331	0.0011521268469480582
227500	-7462.05871289258	-7441.705050898205	-20.35366199437487	0.20271840667453295	5.379896327551405	0.0010147855861427557
230000	-7454.08242420092	-7435.627607062413	-18.454817138507437	0.21539901761182784	4.9542799927846355	0.0013818043657569759
232500	-7453.185643106809	-7437.722941685167	-15.462701421642034	0.3678624540896305	4.108451452454909	0.0015090520860156632
235000	-7452.7885945056805	-7438.128086186221	-14.660508319460238	0.23937269790625454	2.999067693610141	0.0016951518283819453
237500	-7460.046326096661	-7445.653924111969	-14.392401984691881	0.27084562754772445	3.1014107735360783	0.001520673468763173
240000	-7453.1633520141195	-7438.49954866291	-14.663803351209738	0.29961452001566014	3.9340766533460068	0.0014841827418032747
242500	-7453.264719589788	-7437.678860978301	-15.585858611487112	0.3170048540509762	4.715751314688367	0.001248179937334277
245000	-7450.862249161885	-7436.162318457721	-14.699930704164153	0.322900901642726	3.7573945330376044	0.0015240134318318496
247500	-7451.6869314571495	-7437.698033608359	-13.98889784879059	0.2921524643342161	3.6530989018918927	0.0012238955532044254
250000	-7450.293474134896	-7434.711887142292	-15.581586992604256	0.19298674884507344	4.401294486627134	0.0012773632564281564
252500	-7450.751657314958	-7435.865318114274	-14.886339200684208	0.3740682207732262	3.5713193558582566	0.0020336973171233646
255000	-7453.719025670136	-7439.440869845927	-14.278155824208294	0.3249953635618315	3.2648833100500725	0.0020301679857247174
257500	-7454.035282272959	-7438.492031969293	-15.543250303666458	0.29319047036454077	4.17705703771805	0.0016168519335284307
260000	-7456.680508077026	-7442.155569641432	-14.524938435594622	0.3792361757794075	3.619634769028309	0.00147379051794191
262500	-7455.36862322535	-7439.953151225588	-15.41547199976231	0.3442711382818375	4.093004028901778	0.0017965271675754399
265000	-7454.028398566904	-7435.188851610761	-18.839546956143227	0.44256916395889373	4.757450683539943	0.0012477915041717344
267500	-7451.805565848425	-7436.577726443816	-15.227839404610087	0.19195799600809707	4.249879683590506	0.0014853006450142882
270000	-7456.356667247683	-7440.767224309064	-15.58944293861887	0.15102848831955765	3.740296151326664	0.0012841709745866133
272500	-7454.488544547669	-7437.797419559649	-16.691124988020675	0.27324318468205655	4.698884255956633	0.0012172156014702196
275000	-7459.421294201804	-7443.47945671029	-15.941837491513928	0.4357299915058126	3.9640406567762385	0.0019517755846327621
277500	-7456.7404478448025	-7442.060786290818	-14.679661553984175	0.20352740475536618	3.717816257270343	0.0014318534482442213
280000	-7456.738346585652	-7439.456825914131	-17.281520671520987	0.47374103051998284	4.47242806467856	0.0012050445703303248
282500	-7452.900085627025	-7437.549076041382	-15.351009585642363	0.22275299793878703	4.395321761436503	0.0012292003205181478
285000	-7456.673279894294	-7437.40418320626	-19.269096688033713	0.4742099859031196	4.497458541566752	0.0012299213649570005
287500	-7453.593576257804	-7436.530350443662	-17.063225814141447	0.35404623660708745	4.53299395677856	0.001501759939477864
290000	-7452.933930028465	-7437.661331390873	-15.27259863759171	0.4805509658456095	3.566451566732062	0.0014553805151239626
292500	-7459.01416751044	-7440.070379352636	-18.943788157803233	0.17712238392915536	5.9315388858224765	0.0010860256664658313
295000	-7456.048665771153	-7442.034074832239	-14.014590938913699	0.3756952172783162	3.2647676282341194	0.0017180804708590187
297500	-7453.012988302726	-7436.852825751564	-16.16016255116236	0.23512497049348302	4.778970589514416	0.0012504643943002042
300000	-7457.312028757613	-7441.9549927036205	-15.357036053992193	0.5415577711262567	3.4464880021241227	0.0012555716395000064
302500	-7452.939349808971	-7438.966967564218	-13.972382244752945	0.33064019276893536	3.6466754325113726	0.0012545702597032235
305000	-7453.968715450572	-7437.824172340849	-16.144543109722992	0.25179880234305296	4.728953398422858	0.0013093960922922108
307500	-7454.210424711178	-7437.969094368533	-16.241330342645668	0.15520237936218184	4.453478003219162	0.0015028856572897138
310000	-7453.494767431292	-7437.130930511289	-16.363836920002683	0.36433963023180577	4.5226248773871465	0.001243232648978695
312500	-7451.865503806597	-7437.667709248179	-14.197794558418678	0.2732854673705481	3.739364220612607	0.0011635217393919997
315000	-7453.181380470429	-7438.463482488197	-14.717897982231642	0.2204101647943637	3.7404340297811687	0.0013913579608843807
317500	-7450.765533536916	-7436.336788107629	-14.428745429287375	0.33197829362697434	3.8189380677181424	0.0015412991749896576
320000	-7456.8660981880785	-7441.0111959811065	-15.854902206971877	0.42899394700447796	4.037695212538974	0.0014950438937700384
322500	-7455.783475812036	-7438.734332730234	-17.04914308180162	0.29974923408450815	4.750710395119862	8.723623611103457E-4
325000	-7456.519990527276	-7440.1964894233615	-16.32350110391397	0.28651415339685643	4.774305577594377	7.501829600662352E-4
327500	-7462.100919159228	-7443.009210144438	-19.091709014790563	0.09479199038038653	4.816607543255807	0.0012044001731766397
330000	-7453.669258632957	-7438.68231047008	-14.986948162877503	0.3331134768074592	4.266702435740579	0.0013514938490096133
332500	-7465.462857473144	-7443.214921151105	-22.247936322039237	0.5178118746913203	4.798659659472835	0.001325261839381687
335000	-7462.378722336175	-7445.644134321864	-16.734588014311097	0.4483377655207589	4.003919112532789	0.0019738175194188006
337500	-7455.555995680298	-7441.5352556201915	-14.020740060106183	0.3174968556625575	3.6119847063985917	0.0015462099765221398
340000	-7454.792806183895	-7439.638134227432	-15.154671956462739	0.17940659746410634	3.918165322070023	0.001450261893251658
342500	-7457.928251222184	-7441.18703367706	-16.741217545124236	0.13276470013204256	4.306515217656779	0.0014566762235979
345000	-7449.786655144618	-7434.771979069555	-15.01467607506289	0.29406470379287647	4.100486482552455	0.0012392289575609166
347500	-7455.181928369335	-7439.53734056834	-15.644587800994252	0.36527558511075864	4.342165847841425	0.0016403463399217496
350000	-7456.586153812325	-7438.854686538844	-17.731467273480664	0.10509589704124743	4.347188198377539	0.0012035168726945399
352500	-7452.387460199446	-7437.4589858521895	-14.928474347255893	0.29876008879335847	4.277259427409402	0.0010832921351460083
355000	-7454.907397378793	-7440.281297384183	-14.626099994610096	0.29262385864059176	3.572034271944955	0.0019679601063367176
357500	-7453.682301625394	-7437.054476763337	-16.627824862056194	0.38770748061425153	4.256815752838956	0.001631983226838357
360000	-7451.150291338052	-7436.656866767913	-14.493424570138611	0.29506841247472443	3.805044991796581	0.001260659890900703
362500	-7453.039753412643	-7438.373104222007	-14.66664919063634	0.24581582051169149	3.854803331829366	0.0014788252168993956
365000	-7460.628410983166	-7441.768657218634	-18.859753764532066	0.3010645788469741	5.065975573850802	7.755726907969294E-4
367500	-7456.582413490811	-7441.360830877125	-15.221582613685191	0.43241870729751913	3.7168715741630156	0.0023223462324482463
370000	-7457.400497550439	-7442.811688033854	-14.588809516584337	0.4533093826165714	2.8970146115441744	0.0014790704526838941
372500	-7452.5897630748905	-7436.95965448078	-15.630108594110865	0.2649876560301455	4.509539105489129	0.0013791507818696589
375000	-7451.063636992955	-7436.910513829921	-14.153123163034016	0.26573080009514644	3.4027635292235705	0.0016950791611503222
377500	-7455.846187001822	-7441.225604191563	-14.620582810258394	0.39406634880224145	3.2413928358246658	0.0025028503492523255
380000	-7455.225274203234	-7440.067764361339	-15.15750984189524	0.217093989759228	4.659309225847239	0.0010147592108213867
382500	-7453.973138430523	-7438.266378756063	-15.706759674459745	0.4230224995981956	4.214648850162314	0.0010434657795902777
385000	-7455.47407863861	-7441.223564055472	-14.250514583138344	0.2736950580248512	3.874794689686395	0.0014494790213964964
387500	-7456.309440425622	-7441.242350960422	-15.067089465199611	0.36482804202481894	3.851068601387831	0.0018581262747103557
390000	-7454.972599445815	-7436.435238396663	-18.537361049151894	0.5331147530489805	4.291943369922725	0.0013975084809406564
392500	-7454.070397316371	-7437.769537572568	-16.3008597438028	0.2250319600257061	4.894137917884984	9.943317483264427E-4
395000	-7461.2937495262395	-7443.50731973557	-17.78642979067016	0.26501308220269515	5.1958439051538985	0.001842218268918863
397500	-7455.287002534554	-7437.254772263798	-18.032230270755434	0.4843437893790129	4.303429214689342	0.0015731199233365194
400000	-7450.076658198515	-7434.408233272707	-15.668424925809102	0.5272638130491445	3.287791498713691	0.0018864496646265744
402500	-7453.232545028051	-7437.457784499938	-15.774760528113834	0.3085006350183806	4.123986802833603	0.0013772046073431874
405000	-7452.270187185435	-7436.252227099679	-16.017960085756364	0.19521598290533154	4.5199784348607555	0.0015447274138427123
407500	-7455.933668849801	-7438.703170605681	-17.230498244119403	0.16375456233557376	5.409870763144346	0.0010599650469307396
410000	-7452.536355538628	-7436.824828320249	-15.71152721837911	0.24572352143580736	4.514369088221054	0.0013590026994312293
412500	-7452.677009772019	-7437.566852356745	-15.110157415274518	0.23129741365676368	4.05191561098829	0.0012984698812132365
415000	-7455.091334690245	-7440.75366023848	-14.337674451765011	0.26002662119710857	3.5227603636021723	0.001564861759728609
417500	-7450.316143139579	-7435.643566049026	-14.6725770905528	0.29765480519966947	4.134593282738464	0.0015529429687017242
420000	-7453.460414352723	-7438.092003937482	-15.36841041524059	0.36770820921705477	3.984259081904259	0.001549313741589934
422500	-7451.834498472528	-7436.703323962453	-15.131174510074402	0.2562589071013706	4.141648045875515	0.0013696759373847893
425000	-7456.709168725327	-7442.054803751968	-14.654364973358392	0.25938504227759607	3.518964557052249	0.001407587171654789
427500	-7450.4813103555425	-7435.708138302091	-14.773172053450718	0.2181113998881276	3.9063137197697113	0.0016125846575524676
430000	-7451.68813371425	-7436.755267722547	-14.932865991703284	0.39124425437069577	3.907635486865947	0.001453450355063073
432500	-7456.499486237629	-7437.794192646916	-18.705293590713325	0.3847005711626236	5.165789970094557	8.953698150921708E-4
435000	-7453.213466864863	-7437.802733579346	-15.410733285517166	0.2674144116939179	4.299737628946326	0.0013166893267531478
437500	-7455.495010659553	-7437.259519623415	-18.23549103613826	0.13734223926582909	5.355807747594203	8.403913179476321E-4
440000	-7452.966783542211	-7437.117153693094	-15.849629849116699	0.43202801636298827	3.838148979066754	0.0016241710519160797
442500	-7458.510691911334	-7443.108405787023	-15.402286124311134	0.38200913159546096	3.9717587392193803	0.0013465339256376477
445000	-7459.985779707336	-7439.336581410435	-20.649198296900728	0.19430539191377108	5.800811770637521	6.220671285893821E-4
447500	-7454.106676473281	-7438.035934748778	-16.070741724502575	0.36827695391127674	4.332331841227062	0.0013752519113740189
450000	-7450.320210005568	-7435.7154519737915	-14.604758031776074	0.22102969572997477	3.9190195442544975	0.0012230596098449257
452500	-7461.0996210964395	-7445.755113293352	-15.344507803087685	0.2324457018104488	3.178920385837141	0.0025461282450499633
455000	-7455.783709423659	-7440.316619347013	-15.4670900766462	0.22949910516770136	2.7343193518337636	0.0013136825619772074
457500	-7453.794895776371	-7436.301094927432	-17.49380084893891	0.13300643626029823	4.82985250472324	0.0012044449934514305
460000	-7457.142944249543	-7440.863480716113	-16.27946353342918	0.17302770575556314	4.742800220656445	0.0010740539860880438
462500	-7455.2008281341805	-7440.8610411204745	-14.339787013705642	0.3573625635116805	3.369957234634346	0.0014389959668323392
465000	-7454.967500905582	-7439.971959942807	-14.995540962774633	0.32492160170630274	3.799222153282955	0.0017244413346031535
467500	-7459.917564349549	-7440.4658438373635	-19.451720512185336	0.3500241544601126	5.073445125221749	0.0011131275119912205
470000	-7456.937794841276	-7441.740422738748	-15.197372102527584	0.25123253389174005	4.3561279483367095	0.001501029432086621
472500	-7457.719872246497	-7441.330148477725	-16.389723768772885	0.14681201532141805	4.10704333930283	0.0018293164220960802
475000	-7453.038790423052	-7438.552881525881	-14.485908897170258	0.28136712348186665	3.8791555276011085	0.0014408957594550201
477500	-7452.467837179867	-7438.182252413541	-14.285584766325442	0.28746887537687654	3.3467886249719525	0.0015868963693855913
480000	-7452.9857012525	-7437.756805763175	-15.22889548932499	0.28826546113371615	4.158559992281748	0.001198404486735759
482500	-7453.858465052281	-7439.47172012827	-14.386744924010335	0.29561715479656986	3.7471044198649217	0.0016059065435365264
485000	-7453.124701562977	-7437.190717453484	-15.9339841094931	0.2729276782561138	4.811825081128259	0.0012145381845340547
487500	-7456.918295721264	-7440.439060492045	-16.47923522921919	0.3079556970436295	4.594732544700058	0.0018679386824968388
490000	-7458.1115620315	-7441.913372522617	-16.19818950888378	0.2287522787428366	4.923556347625503	0.0011948371689534866
492500	-7451.3925157107915	-7436.236452882614	-15.156062828177443	0.4049034062043246	3.701121810862357	0.0014235334843933098
495000	-7456.369946647121	-7440.978084573717	-15.391862073403978	0.18151409837391633	4.340542740558215	0.0012886792294112305
497500	-7457.680357131274	-7443.03722816664	-14.643128964634192	0.2440251339405785	3.9638204726776345	0.0013775673071183354
500000	-7450.277097928524	-7436.14360479864	-14.133493129884384	0.28963608055825907	3.4657562482622923	0.0016247843066580663
502500	-7455.3965636707235	-7440.694956950762	-14.701606719961	0.2781511471188392	3.8503079313328255	0.00168874587040121
505000	-7453.229882964161	-7439.022315961859	-14.20756700230232	0.3248892316587742	3.5358881141129244	0.0012158661192187956
507500	-7454.344884692938	-7436.847773630813	-17.497111062124524	0.16421508225294282	5.135922812974214	0.0010283833040074884
510000	-7453.000241739802	-7438.0960702873335	-14.904171452468187	0.27777699063284517	4.1870869995994	0.0020049440321999465
512500	-7459.156469838752	-7440.645359123356	-18.511110715396494	0.40355039087653766	4.800984948244628	0.0010636255274830363
515000	-7458.43744608381	-7442.660072327694	-15.777373756115185	0.36392414080422136	4.287173657159284	0.001271106884538867
517500	-7453.252830989137	-7438.998928908283	-14.253902080853813	0.3025506155391008	3.5624827985109864	0.0014876350879917117
520000	-7454.997647000471	-7440.435477560474	-14.562169439996865	0.3444443861715758	4.15569643729869	0.0011388149502484892
522500	-7453.4971644040415	-7439.228275412	-14.268888992041818	0.31768986625958406	3.5645576456582058	0.0016908393007342751
525000	-7461.578248912832	-7442.66108226881	-18.9171666440229	0.14911480700558524	5.777353640430746	0.001410194975005586
527500	-7451.765587898439	-7437.925725610337	-13.839862288101575	0.28765372790192123	3.572758760025904	0.0011912158056843326
530000	-7454.08551780818	-7435.598164601158	-18.48735320702248	0.15202965119710238	5.15239155669436	0.0013089583965253393
532500	-7454.344403887139	-7439.447527933305	-14.896875953834723	0.2283333998549448	4.229365062297884	0.0014406017785058172
535000	-7451.51372640616	-7436.916861716244	-14.596864689915455	0.45085781258611207	3.2226088810315066	0.0020770480836831786
537500	-7452.155754639272	-7437.881147969262	-14.274606670010076	0.2426974225510949	3.7498492429674197	0.001568048484105807
540000	-7456.546498569502	-7438.455847049859	-18.090651519642982	0.1882918566412507	5.508434554784957	0.0010572676870206912
542500	-7456.58781389107	-7441.794945454304	-14.792868436765987	0.2692222524295581	4.136515826015227	0.0013975348127003332
545000	-7460.840346210689	-7445.040432479998	-15.799913730690713	0.4134893510995448	3.7625593412061664	0.0013275247813259797
547500	-7452.636460691555	-7438.102504506358	-14.53395618519671	0.3483085082623436	3.6463811026121045	0.0012624641513922512
550000	-7456.405962513698	-7441.158446555767	-15.247515957930817	0.3210563360603359	3.9469034705343558	0.001308382125480546
552500	-7456.987119987527	-7441.91794900697	-15.069170980557239	0.3433335331717109	4.010059560632047	0.001216825135456523
555000	-7454.762909819609	-7439.852497236052	-14.910412583557218	0.2984223913990159	4.08076655238972	0.0012696519006826323
557500	-7450.938271320684	-7436.059557332305	-14.878713988378935	0.2006652069586246	3.934827222868574	0.001382552706505114
560000	-7456.8348719254145	-7441.37054973504	-15.464322190374324	0.4413807474046774	3.6796633482288077	0.0013732190718149645
562500	-7457.1960552478595	-7438.7598661888	-18.436189059059554	0.14925059222269985	4.983487628668887	0.001207158876684973
565000	-7453.184850293555	-7438.343003701193	-14.841846592362636	0.21798952079883532	3.266096763227455	0.0014962464129554846
567500	-7459.652819103527	-7439.485724890097	-20.16709421342956	0.4685475294617159	4.878064827588533	0.0010570499463693549
570000	-7453.845810778259	-7439.711090023291	-14.134720754967761	0.30203979682831583	3.6994797610781354	0.001636519183586995
572500	-7452.950944815582	-7437.242031309802	-15.70891350578067	0.1695961387863471	4.30963544088304	0.0012903603291883712
575000	-7453.290292659916	-7438.483784604735	-14.806508055181563	0.23810909929671484	3.7847502736592222	0.001966421873619844
577500	-7462.501355210207	-7448.344514722086	-14.156840488120713	0.2784084494988222	3.362792793751031	0.001545560099640267
580000	-7450.727900168468	-7436.459753280557	-14.268146887910799	0.3150502920741272	3.3980135267478992	0.001604537043268225
582500	-7460.89841394839	-7440.285700389845	-20.61271355854504	0.14216579731232679	6.371858723743569	7.18709376908473E-4
585000	-7451.656290721323	-7435.506020472237	-16.150270249086084	0.2609070250695004	4.6727388318060825	0.0010194478056196675
587500	-7460.775643079693	-7443.21031082567	-17.565332254022763	0.15527538365021532	4.905808236296154	0.0010529590102331717
590000	-7456.743611765618	-7438.746981689238	-17.996630076379763	0.17874156900945207	5.138988709663624	0.001269881379251019
592500	-7453.429129124507	-7437.768885374938	-15.660243749569315	0.3640391591148013	2.8286643931509254	0.0020426323640375292
595000	-7456.760759395429	-7437.534203379363	-19.226556016065803	0.13524180449029777	5.459407020499827	0.001198058430195156
597500	-7456.8125935488415	-7440.540125747658	-16.272467801184053	0.2101787610905882	4.657048374779226	0.0012892834771759372
600000	-7455.046734888722	-7439.268097314744	-15.778637573977834	0.17730291827610264	3.840725880435318	0.0021972326633493367
602500	-7456.940344339438	-7440.484443805357	-16.455900534080282	0.191500248031618	4.878747428684648	0.0014033541702001262
